store_id,platform,has_product_ld,desc_words,own_words,description,reviews,brand,measured_fields,missing_fields
S5a31c6c376,salla,True,283,335,True,True,True,3,0
S5a31c6c376,salla,True,347,417,True,True,True,3,0
S5a31c6c376,salla,True,264,338,True,True,True,3,0
S5a31c6c376,salla,True,424,463,True,True,True,3,0
S9198eb91ce,salla,True,298,387,True,True,False,3,1
S9198eb91ce,salla,True,417,480,True,True,False,3,1
S52235074ac,salla,False,265,353,True,True,False,3,1
S52235074ac,salla,True,75,96,True,True,False,3,1
S52235074ac,salla,False,265,353,True,True,False,3,1
S52235074ac,salla,True,81,121,True,True,False,3,1
S52235074ac,salla,True,65,68,True,True,False,3,1
Sb56db10d10,salla,True,307,319,True,True,False,3,1
Sb56db10d10,salla,True,194,217,True,True,False,3,1
Sb56db10d10,salla,True,194,224,True,True,True,3,0
Sb56db10d10,salla,True,199,230,True,True,True,3,0
Sb56db10d10,salla,True,198,215,True,True,False,3,1
S4fda2754bc,salla,True,584,608,True,True,False,3,1
S4fda2754bc,salla,True,762,810,True,True,False,3,1
S4fda2754bc,salla,True,749,775,True,True,False,3,1
S4fda2754bc,salla,True,608,635,True,True,True,3,0
S4fda2754bc,salla,True,633,670,True,True,True,3,0
S32015baaf8,salla,True,314,420,True,True,True,3,0
S32015baaf8,salla,True,355,441,True,True,True,3,0
S32015baaf8,salla,False,1020,1703,True,True,False,3,1
S32015baaf8,salla,True,334,411,True,True,False,3,1
S32015baaf8,salla,True,20,147,False,True,False,3,2
Se7a5bcf86f,salla,True,111,118,True,True,False,3,1
Se7a5bcf86f,salla,True,456,532,True,True,True,3,0
Se7a5bcf86f,salla,True,116,139,True,True,False,3,1
Se7a5bcf86f,salla,True,114,126,True,True,False,3,1
Se7a5bcf86f,salla,True,118,137,True,True,False,3,1
S63cc5f78b0,salla,True,19,204,False,True,False,3,2
S63cc5f78b0,salla,True,300,371,True,True,False,3,1
S63cc5f78b0,salla,True,441,583,True,True,False,3,1
S63cc5f78b0,salla,True,189,302,True,True,False,3,1
S63cc5f78b0,salla,True,216,270,True,True,False,3,1
S34b9137db9,salla,True,429,520,True,True,False,3,1
S34b9137db9,salla,False,343,640,True,True,False,3,1
S34b9137db9,salla,True,832,859,True,True,False,3,1
S34b9137db9,salla,True,860,931,True,True,False,3,1
S34b9137db9,salla,True,939,959,True,True,False,3,1
Sa01881dc0b,salla,True,26,0,False,True,True,3,1
Sa01881dc0b,salla,True,26,0,False,True,True,3,1
Sa01881dc0b,salla,True,26,0,False,True,True,3,1
Sa01881dc0b,salla,True,298,382,True,True,False,3,1
Sa01881dc0b,salla,True,26,0,False,True,True,3,1
S57afb8ad21,salla,True,439,459,True,True,False,3,1
S57afb8ad21,salla,True,458,485,True,True,False,3,1
S57afb8ad21,salla,True,500,511,True,True,False,3,1
S57afb8ad21,salla,True,486,490,True,True,False,3,1
S57afb8ad21,salla,True,351,359,True,True,False,3,1
S8a1551599e,salla,True,291,350,True,True,False,3,1
S8a1551599e,salla,True,205,329,True,True,False,3,1
S8a1551599e,salla,True,78,101,True,True,False,3,1
S8a1551599e,salla,False,419,613,True,True,False,3,1
S8a1551599e,salla,False,419,613,True,True,False,3,1
S4b2005399a,salla,True,203,264,True,True,True,3,0
S4b2005399a,salla,True,215,289,True,True,False,3,1
S4b2005399a,salla,True,106,173,True,True,False,3,1
S4b2005399a,salla,True,88,150,True,True,False,3,1
S4b2005399a,salla,True,277,344,True,True,True,3,0
Sadcc4b8f00,salla,True,201,327,True,True,True,3,0
Sadcc4b8f00,salla,True,174,233,True,True,False,3,1
Sadcc4b8f00,salla,True,22,192,False,True,False,3,2
Sadcc4b8f00,salla,True,211,314,True,True,True,3,0
Sadcc4b8f00,salla,True,245,374,True,True,True,3,0
Scdc8f364c8,salla,True,267,295,True,True,False,3,1
Scdc8f364c8,salla,True,339,479,True,True,False,3,1
Scdc8f364c8,salla,True,331,388,True,True,False,3,1
Scdc8f364c8,salla,True,324,401,True,True,False,3,1
Scdc8f364c8,salla,True,349,397,True,True,False,3,1
S9fd4cfd89d,salla,True,188,393,True,True,True,3,0
S9fd4cfd89d,salla,False,0,0,False,True,False,3,2
S9fd4cfd89d,salla,False,0,0,False,True,False,3,2
S9fd4cfd89d,salla,False,0,0,False,True,False,3,2
S9fd4cfd89d,salla,False,0,0,False,True,False,3,2
S2906a80059,salla,True,218,276,True,True,True,3,0
S2906a80059,salla,True,282,325,True,True,True,3,0
S2906a80059,salla,True,196,270,True,True,True,3,0
S2906a80059,salla,True,230,279,True,True,True,3,0
S5518ab0181,salla,True,10,66,False,True,False,3,2
S5518ab0181,salla,True,18,149,False,True,True,3,1
S5518ab0181,salla,True,14,146,False,True,True,3,1
S5518ab0181,salla,True,16,106,False,True,False,3,2
S5518ab0181,salla,True,7,145,False,True,True,3,1
Se788769022,salla,True,233,286,True,True,True,3,0
Se788769022,salla,True,175,179,True,True,True,3,0
Se788769022,salla,True,154,163,True,True,True,3,0
Se788769022,salla,True,158,189,True,True,True,3,0
Se788769022,salla,True,159,177,True,True,True,3,0
S7a90c7a2f4,salla,False,6687,8149,True,True,False,3,1
S7a90c7a2f4,salla,True,386,446,True,True,False,3,1
S7a90c7a2f4,salla,True,280,321,True,True,True,3,0
S7a90c7a2f4,salla,True,274,313,True,True,False,3,1
S7a90c7a2f4,salla,True,249,288,True,True,False,3,1
S629779cb57,salla,True,101,158,True,True,False,3,1
S629779cb57,salla,True,289,314,True,True,False,3,1
S629779cb57,salla,True,163,248,True,True,False,3,1
S629779cb57,salla,True,213,243,True,True,False,3,1
S629779cb57,salla,True,244,250,True,True,False,3,1
S84258edc64,salla,True,154,195,True,True,False,3,1
S84258edc64,salla,True,296,335,True,True,False,3,1
S84258edc64,salla,True,84,105,True,True,False,3,1
S84258edc64,salla,True,60,96,True,True,False,3,1
S84258edc64,salla,True,32,80,False,True,False,3,2
Sac4b182dd1,salla,True,231,262,True,True,True,3,0
Sac4b182dd1,salla,True,194,238,True,True,True,3,0
Sac4b182dd1,salla,True,228,265,True,True,True,3,0
Sac4b182dd1,salla,True,192,240,True,True,False,3,1
Sac4b182dd1,salla,True,323,402,True,True,True,3,0
S12431407db,salla,True,224,313,True,True,True,3,0
S12431407db,salla,True,121,229,True,True,True,3,0
S12431407db,salla,True,201,276,True,True,False,3,1
S12431407db,salla,True,131,167,True,True,True,3,0
S12431407db,salla,True,3,141,False,True,False,3,2
S0c6479ec82,salla,True,235,257,True,True,False,3,1
S0c6479ec82,salla,True,15,145,False,True,True,3,1
S0c6479ec82,salla,True,217,253,True,True,False,3,1
S0c6479ec82,salla,True,19,138,False,True,True,3,1
S0c6479ec82,salla,True,277,355,True,True,False,3,1
Sea70176fe8,salla,True,191,239,True,True,True,3,0
Sea70176fe8,salla,True,153,188,True,True,False,3,1
Sea70176fe8,salla,True,124,165,True,True,True,3,0
Sea70176fe8,salla,True,353,395,True,True,True,3,0
Sea70176fe8,salla,True,159,207,True,True,False,3,1
S762fb9170a,salla,True,247,283,True,True,False,3,1
S762fb9170a,salla,True,388,487,True,True,True,3,0
S762fb9170a,salla,True,345,440,True,True,False,3,1
S762fb9170a,salla,True,287,318,True,True,False,3,1
S762fb9170a,salla,True,294,320,True,True,False,3,1
Sb91f1aeb03,salla,True,411,447,True,True,False,3,1
Sb91f1aeb03,salla,True,367,404,True,True,False,3,1
Sb91f1aeb03,salla,True,278,304,True,True,True,3,0
Sb91f1aeb03,salla,True,321,354,True,True,False,3,1
Sb91f1aeb03,salla,True,132,194,True,True,False,3,1
S6018ef28df,salla,True,152,169,True,True,False,3,1
S6018ef28df,salla,True,177,186,True,True,True,3,0
S6018ef28df,salla,False,296,404,True,True,False,3,1
S6018ef28df,salla,True,181,192,True,True,True,3,0
S6018ef28df,salla,True,161,173,True,True,True,3,0
S1804bacc84,salla,True,138,163,True,True,False,3,1
S1804bacc84,salla,True,208,242,True,True,True,3,0
S1804bacc84,salla,True,202,220,True,True,True,3,0
S1804bacc84,salla,True,212,253,True,True,False,3,1
S1804bacc84,salla,True,132,150,True,True,True,3,0
Sbf685f6ec2,salla,True,4,164,False,True,True,3,1
Sbf685f6ec2,salla,True,4,26,False,True,True,3,1
Sbf685f6ec2,salla,True,15,198,False,True,True,3,1
Sbf685f6ec2,salla,True,13,18,False,True,True,3,1
Sbf685f6ec2,salla,True,129,151,True,True,True,3,0
Secbbe1fd85,salla,True,374,424,True,True,False,3,1
Secbbe1fd85,salla,True,508,609,True,True,False,3,1
Secbbe1fd85,salla,True,453,504,True,True,False,3,1
Secbbe1fd85,salla,True,256,289,True,True,False,3,1
Secbbe1fd85,salla,True,412,449,True,True,False,3,1
Scdcf663cc1,salla,True,358,410,True,True,True,3,0
Scdcf663cc1,salla,True,448,496,True,True,True,3,0
Scdcf663cc1,salla,True,22,130,False,True,True,3,1
Scdcf663cc1,salla,True,26,232,False,True,True,3,1
Scdcf663cc1,salla,True,297,363,True,True,True,3,0
Sbc3c1dcba2,salla,True,580,738,True,True,True,3,0
Sbc3c1dcba2,salla,True,337,368,True,True,False,3,1
Sbc3c1dcba2,salla,True,165,190,True,True,False,3,1
Sbc3c1dcba2,salla,True,179,199,True,True,True,3,0
Sbc3c1dcba2,salla,True,509,645,True,True,False,3,1
S6914188815,salla,True,423,527,True,True,True,3,0
S6914188815,salla,True,496,603,True,True,False,3,1
S6914188815,salla,True,778,881,True,True,True,3,0
S6914188815,salla,True,499,681,True,True,True,3,0
S6914188815,salla,True,383,486,True,True,True,3,0
S42de0800a6,salla,True,28,151,False,True,False,3,2
S42de0800a6,salla,True,439,565,True,True,False,3,1
S42de0800a6,salla,True,356,445,True,True,False,3,1
S42de0800a6,salla,True,87,175,True,True,False,3,1
S42de0800a6,salla,True,3,150,False,True,False,3,2
Sc07762f0f1,salla,True,79,90,True,True,False,3,1
Sc07762f0f1,salla,True,65,66,True,True,False,3,1
Sc07762f0f1,salla,True,60,77,True,True,False,3,1
Sc07762f0f1,salla,True,57,69,True,True,False,3,1
Sc07762f0f1,salla,True,15,21,False,True,False,3,2
S455a6f5306,salla,True,29,40,False,True,False,3,2
S455a6f5306,salla,True,12,21,False,True,False,3,2
S455a6f5306,salla,True,28,98,False,True,False,3,2
S455a6f5306,salla,True,28,107,False,True,False,3,2
S455a6f5306,salla,True,25,43,False,True,False,3,2
S05c7d623aa,salla,True,367,454,True,True,True,3,0
S05c7d623aa,salla,True,26,356,False,True,True,3,1
S05c7d623aa,salla,True,308,413,True,True,True,3,0
S05c7d623aa,salla,True,421,575,True,True,True,3,0
S05c7d623aa,salla,True,327,452,True,True,False,3,1
S365d3bf4c7,salla,True,38,73,False,True,False,3,2
S365d3bf4c7,salla,True,28,36,False,True,False,3,2
S365d3bf4c7,salla,True,50,63,True,True,False,3,1
S365d3bf4c7,salla,True,64,75,True,True,False,3,1
S365d3bf4c7,salla,True,24,69,False,True,False,3,2
Sa2882130e1,salla,True,14,32,False,True,False,3,2
Sa2882130e1,salla,True,21,54,False,True,False,3,2
Sa2882130e1,salla,True,29,103,False,True,False,3,2
Sa2882130e1,salla,True,13,36,False,True,False,3,2
Sa2882130e1,salla,True,11,36,False,True,False,3,2
Sc1a7f86f51,salla,True,43,54,True,True,False,3,1
Sc1a7f86f51,salla,True,95,102,True,True,False,3,1
Sc1a7f86f51,salla,True,120,128,True,True,False,3,1
Sc1a7f86f51,salla,True,72,83,True,True,False,3,1
Sc1a7f86f51,salla,True,78,84,True,True,False,3,1
S3d19178f1c,salla,True,22,27,False,True,False,3,2
S3d19178f1c,salla,True,4,59,False,True,False,3,2
S3d19178f1c,salla,True,4,9,False,True,False,3,2
S3d19178f1c,salla,True,42,119,True,True,False,3,1
S3d19178f1c,salla,True,6,13,False,True,False,3,2
S58cbf1a11c,salla,True,14,22,False,True,False,3,2
S58cbf1a11c,salla,True,0,25,False,True,False,3,2
S58cbf1a11c,salla,True,0,37,False,True,False,3,2
S58cbf1a11c,salla,True,13,45,False,True,False,3,2
S58cbf1a11c,salla,True,20,26,False,True,False,3,2
Sac35a5d43a,salla,True,19,135,False,True,False,3,2
Sac35a5d43a,salla,True,101,128,True,True,False,3,1
Sac35a5d43a,salla,True,11,76,False,True,False,3,2
Sac35a5d43a,salla,True,12,82,False,True,False,3,2
Sac35a5d43a,salla,True,14,82,False,True,False,3,2
S99f22022c7,salla,True,25,297,False,True,False,3,2
S99f22022c7,salla,True,26,236,False,True,False,3,2
S99f22022c7,salla,False,1388,1735,True,True,False,3,1
S99f22022c7,salla,True,400,550,True,True,False,3,1
S99f22022c7,salla,True,343,385,True,True,False,3,1
S38abef3e18,salla,True,6,105,False,True,True,3,1
S38abef3e18,salla,True,198,283,True,True,True,3,0
S38abef3e18,salla,True,16,132,False,True,True,3,1
S38abef3e18,salla,True,14,118,False,True,False,3,2
S38abef3e18,salla,True,12,107,False,True,False,3,2
Sb38bdf33d8,salla,True,6,13,False,True,False,3,2
Sb38bdf33d8,salla,True,7,38,False,True,False,3,2
Sb38bdf33d8,salla,True,9,80,False,True,False,3,2
Sb38bdf33d8,salla,True,8,45,False,True,False,3,2
Sb38bdf33d8,salla,True,8,13,False,True,False,3,2
S7443e62ae3,salla,True,237,257,True,True,False,3,1
S7443e62ae3,salla,True,12,21,False,True,False,3,2
S7443e62ae3,salla,True,17,26,False,True,False,3,2
S7443e62ae3,salla,True,20,32,False,True,False,3,2
S7443e62ae3,salla,True,226,268,True,True,False,3,1
Scc4971f9d1,salla,True,10,63,False,True,False,3,2
Scc4971f9d1,salla,True,14,132,False,True,False,3,2
Scc4971f9d1,salla,True,13,47,False,True,False,3,2
Scc4971f9d1,salla,True,10,56,False,True,False,3,2
Scc4971f9d1,salla,True,18,85,False,True,False,3,2
Se5319ff45c,salla,True,97,108,True,True,False,3,1
Se5319ff45c,salla,True,8,17,False,True,False,3,2
Se5319ff45c,salla,True,131,187,True,True,False,3,1
Se5319ff45c,salla,True,39,44,False,True,False,3,2
Se5319ff45c,salla,True,16,66,False,True,False,3,2
Sf3987c09d8,salla,True,19,113,False,True,False,3,2
Sf3987c09d8,salla,True,20,95,False,True,False,3,2
Sf3987c09d8,salla,True,18,114,False,True,False,3,2
Sf3987c09d8,salla,True,16,31,False,True,False,3,2
Sf3987c09d8,salla,True,17,145,False,True,False,3,2
S94c78323cc,salla,True,0,8,False,True,False,3,2
S94c78323cc,salla,True,5,10,False,True,False,3,2
S94c78323cc,salla,True,111,146,True,True,False,3,1
S94c78323cc,salla,True,116,148,True,True,False,3,1
S94c78323cc,salla,True,27,74,False,True,False,3,2
S9ff6b70706,salla,True,212,302,True,True,False,3,1
S9ff6b70706,salla,True,241,335,True,True,True,3,0
S9ff6b70706,salla,True,186,278,True,True,False,3,1
S9ff6b70706,salla,False,192,306,True,True,False,3,1
S2912f2512d,salla,True,30,95,False,True,False,3,2
S2912f2512d,salla,True,14,15,False,True,False,3,2
S2912f2512d,salla,True,32,282,False,True,True,3,1
S2912f2512d,salla,True,20,21,False,True,False,3,2
S2912f2512d,salla,True,160,309,True,True,True,3,0
S7c410cdac4,salla,True,282,372,True,True,True,3,0
S7c410cdac4,salla,True,181,309,True,True,True,3,0
S7c410cdac4,salla,True,371,503,True,True,True,3,0
S7c410cdac4,salla,True,330,457,True,True,True,3,0
S7c410cdac4,salla,True,249,318,True,True,True,3,0
S438f67577f,salla,True,20,36,False,True,False,3,2
S438f67577f,salla,True,59,64,True,True,False,3,1
S438f67577f,salla,True,13,31,False,True,False,3,2
S438f67577f,salla,True,27,29,False,True,False,3,2
S438f67577f,salla,True,21,24,False,True,False,3,2
S781cebae49,salla,True,107,143,True,True,False,3,1
S781cebae49,salla,True,23,73,False,True,False,3,2
S781cebae49,salla,True,14,113,False,True,False,3,2
S781cebae49,salla,True,102,121,True,True,False,3,1
S781cebae49,salla,True,312,370,True,True,False,3,1
S93b82dafc0,salla,True,13,26,False,True,False,3,2
S93b82dafc0,salla,True,11,39,False,True,False,3,2
S93b82dafc0,salla,True,57,78,True,True,False,3,1
S93b82dafc0,salla,True,11,25,False,True,False,3,2
S93b82dafc0,salla,True,0,12,False,True,False,3,2
S9b1ef1ce27,salla,True,145,164,True,True,True,3,0
S9b1ef1ce27,salla,True,441,469,True,True,False,3,1
S9b1ef1ce27,salla,True,186,226,True,True,False,3,1
S9b1ef1ce27,salla,True,79,111,True,True,False,3,1
S9b1ef1ce27,salla,True,97,125,True,True,False,3,1
S77a76f0380,salla,True,140,173,True,True,False,3,1
S77a76f0380,salla,True,154,204,True,True,True,3,0
S77a76f0380,salla,True,81,120,True,True,False,3,1
S77a76f0380,salla,True,43,48,True,True,False,3,1
S77a76f0380,salla,True,97,133,True,True,False,3,1
Se24e050df6,salla,True,11,47,False,True,False,3,2
Se24e050df6,salla,True,11,8,False,True,False,3,2
Se24e050df6,salla,True,19,77,False,True,False,3,2
Se24e050df6,salla,True,11,8,False,True,False,3,2
Se24e050df6,salla,True,11,49,False,True,False,3,2
S1be55f5a95,salla,True,23,32,False,True,False,3,2
S1be55f5a95,salla,True,83,110,True,True,False,3,1
S1be55f5a95,salla,True,156,190,True,True,True,3,0
S1be55f5a95,salla,True,102,116,True,True,False,3,1
S1be55f5a95,salla,True,141,259,True,True,True,3,0
Sa78f7f4bff,salla,True,281,349,True,True,False,3,1
Sa78f7f4bff,salla,True,69,124,True,True,False,3,1
Sa78f7f4bff,salla,True,50,100,True,True,False,3,1
Sa78f7f4bff,salla,True,37,91,False,True,False,3,2
Sa78f7f4bff,salla,True,157,217,True,True,False,3,1
S468bc9f9b4,salla,True,7,19,False,True,False,3,2
S468bc9f9b4,salla,True,13,24,False,True,False,3,2
S468bc9f9b4,salla,True,7,17,False,True,False,3,2
S468bc9f9b4,salla,True,13,19,False,True,False,3,2
S468bc9f9b4,salla,True,6,56,False,True,False,3,2
Se50750a256,salla,True,90,269,True,True,False,3,1
Scae9c21d54,salla,True,6,13,False,True,False,3,2
Scae9c21d54,salla,True,11,24,False,True,False,3,2
Scae9c21d54,salla,True,13,44,False,True,False,3,2
Scae9c21d54,salla,True,11,23,False,True,False,3,2
Scae9c21d54,salla,True,13,91,False,True,False,3,2
S413ae13760,salla,True,302,372,True,True,True,3,0
S413ae13760,salla,True,343,460,True,True,True,3,0
S413ae13760,salla,True,329,474,True,True,True,3,0
S413ae13760,salla,True,345,445,True,True,True,3,0
S413ae13760,salla,True,163,216,True,True,True,3,0
S238486fb09,salla,True,4,20,False,True,False,3,2
S238486fb09,salla,True,4,22,False,True,False,3,2
S238486fb09,salla,True,4,97,False,True,False,3,2
S238486fb09,salla,True,4,18,False,True,False,3,2
S238486fb09,salla,True,4,94,False,True,False,3,2
S727c5b0a3f,salla,True,72,72,True,True,False,3,1
S727c5b0a3f,salla,True,141,199,True,True,False,3,1
S727c5b0a3f,salla,True,165,272,True,True,True,3,0
S727c5b0a3f,salla,True,103,117,True,True,True,3,0
S727c5b0a3f,salla,True,126,141,True,True,False,3,1
Sf4c5096030,salla,True,146,219,True,True,False,3,1
Sf4c5096030,salla,True,130,168,True,True,False,3,1
Sf4c5096030,salla,True,105,151,True,True,False,3,1
Sf4c5096030,salla,True,117,148,True,True,False,3,1
Sf4c5096030,salla,True,103,145,True,True,False,3,1
Sde11adc5fb,salla,True,14,57,False,True,False,3,2
Sde11adc5fb,salla,True,101,125,True,True,False,3,1
Sde11adc5fb,salla,True,122,131,True,True,False,3,1
Sde11adc5fb,salla,True,90,111,True,True,False,3,1
Sde11adc5fb,salla,True,91,99,True,True,False,3,1
S076c04c21a,salla,True,91,143,True,True,False,3,1
S076c04c21a,salla,True,80,137,True,True,False,3,1
S076c04c21a,salla,True,95,142,True,True,False,3,1
S076c04c21a,salla,True,10,266,False,True,False,3,2
S076c04c21a,salla,True,11,104,False,True,False,3,2
S70d2c0d122,salla,True,15,19,False,True,False,3,2
S70d2c0d122,salla,True,15,23,False,True,False,3,2
S70d2c0d122,salla,True,15,19,False,True,False,3,2
S70d2c0d122,salla,True,225,361,True,True,False,3,1
S70d2c0d122,salla,True,28,53,False,True,False,3,2
S605a4d5f84,salla,True,834,1047,True,True,True,3,0
S605a4d5f84,salla,True,612,703,True,True,True,3,0
S605a4d5f84,salla,False,405,592,True,True,False,3,1
S605a4d5f84,salla,True,569,644,True,True,True,3,0
S9ab148e6dc,salla,True,79,164,True,True,False,3,1
S9ab148e6dc,salla,True,135,150,True,True,False,3,1
S9ab148e6dc,salla,True,524,590,True,True,False,3,1
S9ab148e6dc,salla,True,73,102,True,True,False,3,1
S9ab148e6dc,salla,True,136,163,True,True,False,3,1
S96d616c4c6,salla,True,9,9,False,True,True,3,1
S96d616c4c6,salla,True,9,29,False,True,True,3,1
S96d616c4c6,salla,True,8,65,False,True,True,3,1
S96d616c4c6,salla,True,154,427,True,True,True,3,0
S96d616c4c6,salla,True,27,220,False,True,True,3,1
Sf623e830b3,salla,True,12,16,False,True,False,3,2
Sf623e830b3,salla,True,15,19,False,True,False,3,2
Sf623e830b3,salla,True,19,34,False,True,False,3,2
Sf623e830b3,salla,True,10,27,False,True,False,3,2
S4307649d8b,salla,True,7,16,False,True,False,3,2
S4307649d8b,salla,True,8,23,False,True,False,3,2
S4307649d8b,salla,True,17,28,False,True,False,3,2
S4307649d8b,salla,True,14,32,False,True,False,3,2
S4307649d8b,salla,True,66,101,True,True,False,3,1
Sa87c882734,salla,True,0,14,False,True,False,3,2
Sa87c882734,salla,True,75,156,True,True,False,3,1
Sa87c882734,salla,True,0,16,False,True,False,3,2
Sa87c882734,salla,True,0,25,False,True,False,3,2
Sa87c882734,salla,True,0,22,False,True,False,3,2
S64db49968a,salla,True,132,179,True,True,False,3,1
S64db49968a,salla,True,167,222,True,True,False,3,1
S64db49968a,salla,True,125,175,True,True,False,3,1
S64db49968a,salla,True,163,230,True,True,False,3,1
S64db49968a,salla,True,132,180,True,True,False,3,1
S087b91aeeb,salla,True,64,196,True,True,False,3,1
S087b91aeeb,salla,True,13,17,False,True,False,3,2
S087b91aeeb,salla,True,19,32,False,True,False,3,2
S087b91aeeb,salla,True,0,17,False,True,False,3,2
S087b91aeeb,salla,True,19,32,False,True,False,3,2
S1166cfd322,salla,True,154,189,True,True,False,3,1
S1166cfd322,salla,True,10,31,False,True,False,3,2
S1166cfd322,salla,True,17,54,False,True,False,3,2
S1166cfd322,salla,True,37,52,False,True,False,3,2
S1166cfd322,salla,True,7,26,False,True,False,3,2
S5d33fc360f,salla,True,108,200,True,True,False,3,1
S5d33fc360f,salla,True,85,139,True,True,False,3,1
S5d33fc360f,salla,True,114,207,True,True,False,3,1
S5d33fc360f,salla,True,52,109,True,True,False,3,1
S5d33fc360f,salla,True,102,133,True,True,False,3,1
S94d6e87837,salla,True,9,87,False,True,False,3,2
S94d6e87837,salla,True,9,84,False,True,False,3,2
S94d6e87837,salla,True,9,13,False,True,False,3,2
S94d6e87837,salla,True,0,13,False,True,False,3,2
S94d6e87837,salla,True,9,13,False,True,False,3,2
S10c4149508,salla,True,37,50,False,True,False,3,2
S10c4149508,salla,True,7,17,False,True,False,3,2
S10c4149508,salla,True,19,55,False,True,False,3,2
S10c4149508,salla,True,22,190,False,True,False,3,2
S10c4149508,salla,True,252,353,True,True,False,3,1
Sd8244e7f75,salla,True,124,162,True,True,False,3,1
Sd8244e7f75,salla,True,22,169,False,True,False,3,2
Sd8244e7f75,salla,True,241,301,True,True,False,3,1
Sd8244e7f75,salla,True,238,283,True,True,False,3,1
Sd8244e7f75,salla,True,10,29,False,True,False,3,2
S8d6229390e,salla,True,11,17,False,True,False,3,2
S8d6229390e,salla,True,11,17,False,True,False,3,2
S8d6229390e,salla,True,5,13,False,True,False,3,2
